Barcode	Station.label	Layer	polar	lower.size.fraction	upper.size.fraction	Event.date	Latitude	Longitude	Depth.nominal	Ocean.region	Temperature	Oxygen	ChlorophyllA	Carbon.total	Salinity	Gradient.Surface.temp(SST)	Fluorescence	CO3	HCO3	Density	PO4	PAR.PC	NO3	Si	Alkalinity.total	Ammonium.5m	Depth.Mixed.Layer	Lyapunov	NO2	Depth.Min.O2	NO2NO3	Nitracline	Brunt.VÌ_isÌ_lÌ_	Iron.5m	Depth.Max.O2	Okubo.Weiss	Residence.time
TARA_B100001964-TARA_B100001964	TARA_137	DCM	non polar	0.22	3	2011-12-02T20:42	14.2075	-116.6468	40	[NPO] North Pacific Ocean (MRGID:1908)	20.58574	123.201	0.366719	0.0228	34.366025	0.53045	2.394612	0.0606	0	24.14088	0.884		7.312792	4.661	0.0238	0.016200179	28	0.032361	0.3055	206	6.0475	39	39	4.21E-06	16	0.075315	0
TARA_B100001971-TARA_B100001971	TARA_137	MES	non polar	0.22	3	2011-12-03T14:31:20	14.2025	-116.6433	375	[NPO] North Pacific Ocean (MRGID:1908)	8.887131	0.832313	0	0	34.5882	0.3853	3.389521	0	0	26.820475	2.9545		35.049476	46.6245	0	0.016200179	28	0.032361	0.0093	351	34.551	40	40	4.21E-06	14	0.075315	0
TARA_B100001287-TARA_B100001287	TARA_137	SRF	non polar	0.22	3	2011-12-02T14:12	14.2035	-116.6261	5	[NPO] North Pacific Ocean (MRGID:1908)	26.478605	195.77195	0.251665	0.0081	33.84798	0.40468	1.755806	0.0118	0	22.01524	0.456		3.740793	2.538	0.0044	0.016200179	29	0.032361	0.067	630	2.444	44	39	4.21E-06	13	0.075315	0
TARA_B100001996-TARA_B100001996	TARA_138	DCM	non polar	0.22	3	2011-12-11T13:27:34	6.3378	-102.9538	60	[NPO] North Pacific Ocean (MRGID:1908)	17.291965	41.52515	0.219944	0.0132	34.664045	0.22659	2.388755	0.0475	0	25.194555	1.108		25.65001	8.073	0.0089	0.013172547	42	0.020154	0.464	120	12.904	48	53	4.69E-06	14	-0.002795	0
TARA_B100002003-TARA_B100002003	TARA_138	MES	non polar	0.22	3	2011-12-11T20:37:22	6.3559	-103.0598	450	[NPO] North Pacific Ocean (MRGID:1908)	8.149894	1.013313	0	0.0018	34.608919	0.17526	3.439414	0	0	26.951444	3.155		36.753654	52.9225	0	0.013172547	38	0.020154	0.0078	482	36.219	49	49	4.69E-06	15	-0.002795	0
TARA_B100001989-TARA_B100001989	TARA_138	SRF	non polar	0.22	3	2011-12-10T14:08	6.3332	-102.9432	5	[NPO] North Pacific Ocean (MRGID:1908)	26.605515	196.2029	0.125361	0.0032	33.52041	0.37589	1.444322	0.0059	0	21.72899	0.1575		0.803918	1.1855	0	0.013172547	45	0.020154	0.003	483	0.002	64	57	4.69E-06	13	-0.002795	0
TARA_B100002019-TARA_B100002017	TARA_140	SRF	non polar	0.22	3	2011-12-21T16:20	7.4122	-79.3017	5	[NPO] North Pacific Ocean (MRGID:1908)	26.555663	205.411	0.182274	0.04365	28.922675	0.52326	1.782691	0.01655	0	18.28625	0.09345		0	0.63375	0.0037	0.017845567	26	0	0.0043	360	0.00275	52	42	3.48E-05	14	0.254223	2
TARA_B100001939-TARA_B100001937	TARA_141	SRF	non polar	0.22	3	2011-12-30T13:35	9.8481	-80.0454	5	[NAO] North Atlantic Ocean (MRGID:1912)	27.1673	195.502875	0.094165		34.80515	0.2852	1.82175			22.518037	0.0132		0	1.1195		0.008022053	34	0	0.00205	488	5.00E-04	968	66	0.001378918	13		0
TARA_B100002052-TARA_B100002056	TARA_142	DCM	non polar	0.22	3	2012-01-09T20:17:16	25.6168	-88.4532	125	[NAO] North Atlantic Ocean (MRGID:1912)	24.961605	193.38225	0.114913	0.0189	36.17927	0.27169	1.681699	0.041	0	24.25287			0	1.168	0.001	0.009340256	145	0.044572	0.0175	205	0.0615	321	154	0.00116825	14	-2.922481	25.75
TARA_B100002049-TARA_B100002046	TARA_142	MES	non polar	0.22	3	2012-01-10T14:49:35	25.6236	-88.45	640	[NAO] North Atlantic Ocean (MRGID:1912)	9.735075	108.231313	0	0	35.165212	0.26197	2.638681	0	0	27.13905	1.2175		31.001404	8.624	0	0.009340256	147	0.044572	0	654		740	156	0.00116825	14	-2.922481	25.75
TARA_B100002051-TARA_B100002054	TARA_142	SRF	non polar	0.22	3	2012-01-09T13:41	25.5264	-88.394	5	[NAO] North Atlantic Ocean (MRGID:1912)	24.98456	195.54125	0.123459	0.018	36.177285	0.30297	1.604851	0.0392	0	24.236425	0.003		0	1.218	0.001	0.009340256	151	0.044572	0.0195	606	0.049	975	160	0.00116825	13	-2.922481	25.75
TARA_B100001146-TARA_B100001139	TARA_145	MES	non polar	0.22	3	2012-02-02T18:36:58	39.2392	-70.0343	590	[NAO] North Atlantic Ocean (MRGID:1912)	5.004169	232.660562	0		34.963392	2.7923	2.860482			27.649883			19.964889			0.013130805	125	0.144593		176		92	100	0.000894599	696	-0.044917	3.472222
TARA_B100001142-TARA_B100001135	TARA_145	SRF	non polar	0.22	3	2012-02-02T11:52	39.2305	-70.0377	5	[NAO] North Atlantic Ocean (MRGID:1912)	13.993715	236.78925	0.169817	0.10205	35.12152	2.1983	2.515102	0.0266	0	26.282555	0.33275		5.013141	2.41425	0.0164	0.013130805	128	0.144593	0.093	212	3.7925	105	100	0.000894599	1026	-0.044917	3.472222
TARA_B100001741-TARA_B100001741	TARA_148	SRF	non polar	0.22	3	2012-02-24T11:40	31.6948	-64.2489	5	[NAO] North Atlantic Ocean (MRGID:1912)	20.481195	213.6889	0.120903		36.596745	0.12223	1.674064			25.85157	0.0015		1.009924	0.728		0.006396831	134	0.085786	0.093	824	0.1505		186	0.001041271	16	0.069438	1.333333
TARA_B100001750-TARA_B100001750	TARA_148	MES	non polar	0.22	3	2012-02-27T15:28:31	34.1504	-56.9684	250	[NAO] North Atlantic Ocean (MRGID:1912)	18.129194	192.246187	0		36.565812	0.80521	2.077387			26.450856	0.179		3.578039	1.6225		0.009404778	177		0.0305	781	4.1285	171	180	0.000970728	13		
TARA_B100001765-TARA_B100001765	TARA_149	MES	non polar	0.22	3	2012-03-01T18:50:26	34.0771	-49.8233	740	[NAO] North Atlantic Ocean (MRGID:1912)	10.496305	152.7195	0.00482		35.369805	0.59747	2.634028			27.170345	1.34475		20.172519			0.011274377	150	0.079308	0.00725	750	20.924	878	150	0.000983844	14	0.275561	0
TARA_B100001758-TARA_B100001758	TARA_149	SRF	non polar	0.22	3	2012-03-01T10:48	34.1132	-49.9181	5	[NAO] North Atlantic Ocean (MRGID:1912)	18.82554	220.9492	0.156401		36.41274	0.34844	1.734471			26.146925			0.808032			0.011274377	167	0.079308		748		165	171	0.000983844	14	0.275561	0
TARA_B100001778-TARA_B100001776	TARA_150	DCM	non polar	0.22	3	2012-03-05T17:34	35.8427	-37.1526	40	[NAO] North Atlantic Ocean (MRGID:1912)	17.585567	229.097917	0.21402		36.285033	0.44063	1.79022			26.360683	0		0.61356	0.8423		0.013435967	61	0.073051	0.04	547	0.1745	129	105	0.001100777	13	-0.032539	1.388889
TARA_B100001769-TARA_B100001769	TARA_150	SRF	non polar	0.22	3	2012-03-05T09:25	35.9346	-37.3032	5	[NAO] North Atlantic Ocean (MRGID:1912)	17.627142	229.368083	0.191003		36.285292	0.54808	1.79022			26.349408	0.0055		0.120853	0.8358		0.013435967	77	0.073051	0.0355	632	0.1695	90	92	0.001100777	15	-0.032539	1.388889
TARA_B100001559-TARA_B100001557	TARA_151	DCM	non polar	0.22	3	2012-03-09T17:42:29	36.1811	-28.9373	80	[NAO] North Atlantic Ocean (MRGID:1912)	16.74703	228.11655	0.16463		36.182395	0.75617	1.900875			26.48531	0.022		1.005795	0.6335		0.021044872	48	0.025897	0.0415	170	0.142	108	108	0.00129951	52	-0.157861	37.583333
TARA_B100001564-TARA_B100001564	TARA_151	SRF	non polar	0.22	3	2012-03-09T08:59	36.1715	-29.023	5	[NAO] North Atlantic Ocean (MRGID:1912)	17.303005	232.28725	0.111686		36.229605	1.5662	1.76176			26.38564	0.0125		0.296016	0.6545		0.021044872	56	0.025897	0.019	699		993	118	0.00129951	14	-0.157861	37.583333
TARA_B100001175-TARA_B100001171	TARA_152	MIX	non polar	0.22	3	2012-03-20T08:48:42	43.7056	-16.8794	25	[NAO] North Atlantic Ocean (MRGID:1912)	14.29128	241.1573	0.119381		35.992515	0.50565	1.948381			26.89311	0.167		3.283695	1.255		0.022559946	167	0.033926	0.3195	836	2.2565	761	1005	0.000994762	37	-0.093316	6.083333
TARA_B100001173-TARA_B100001297	TARA_152	SRF	non polar	0.22	3	2012-03-19T08:18	43.6792	-16.8344	5	[NAO] North Atlantic Ocean (MRGID:1912)	14.31675	242.8405	0.191493		35.99167	0.63127	1.931107			26.88634	0.1595		3.209219	1.236		0.022559946	144	0.033926	0.3105	523	2.159	521	505	0.000994762	14	-0.093316	6.083333
TARA_B110000008-TARA_B110001437	TARA_155	DCM	polar	0.22	3	2013-05-25T09:07:00	54.5451	-16.7943	40	[NAO] North Atlantic Ocean (MRGID:1912)	10.79018	266.473125	0.789471	0.0298	35.335155	0.28477	1.814179	0.0044	0.0121	27.07531	0.566253	14.280855	7.129639	3.554362	4.00E-04	0.007189205	31	0.101888	0.071	743	10.158	1021	32	0.000426156	16	0.157922	0
TARA_B110000003-TARA_B110001435	TARA_155	SRF	polar	0.22	3	2013-05-24T05:36:00	54.5305	-16.9377	5	[NAO] North Atlantic Ocean (MRGID:1912)	11.09547	271.064125	0.772148	0.1019	35.32522	0.54836	1.773811	0.01065	0.02345	27.01156	0.401861	178.103734	4.467439	0.967928	0.00735	0.007189205	64	0.101888	0.237125	720	8.035625	561	37	0.000426156	16	0.157922	0
TARA_B110001452-TARA_B110001446	TARA_158	DCM	polar	0.22	3	2013-06-03T15:27:00	67.161	0.3964	25	[AO] Arctic Ocean (MRGID:1906)	6.73489	304.0473	0.764172	0.0482	35.15072	1.4377	1.946281	0.0165	0	27.572895	0.709183	30.74362	8.063879	4.95809	0.0021	0.023701385	10	0.121118	0.309	46	11.784	519	7	0.000599484	14	0.189385	0
TARA_B110001450-TARA_B110001444	TARA_158	SRF	polar	0.22	3	2013-06-03T07:31:00	67.141	0.2355	5	[AO] Arctic Ocean (MRGID:1906)	8.47447	311.7827	1.174328	0.1674	35.145165	0.2687	1.888199	0.02345	0.00185	27.314165	0.356899	207.933573	5.218798	4.012069	0	0.023701385	11	0.121118	0.13475	451	5.1155	1033	5	0.000599484	13	0.189385	0
TARA_B110000196-TARA_B110000200	TARA_163	MES	polar	0.22	3	2013-06-10T08:38:00	76.1246	1.3648	499	[AO] Arctic Ocean (MRGID:1906)	0.099535	315.37205	0		34.94578	1.1058	2.250862			28.05824		0.000227	13.010683			0.014557052		0.058176		104		607	573	0.000874157	584	-0.007624	3.277778
TARA_B110001469-TARA_B110001467	TARA_163	SRF	polar	0.22	3	2013-06-09T07:39:00	76.1825	1.3918	5	[AO] Arctic Ocean (MRGID:1906)	1.899612	363.000813	2.780097		34.888656	0.38918	2.258868			27.890469	0.290483	84.13911	4.980653	4.18531		0.014557052	111	0.058176	0.101	91	2.7725	996	25	0.000874157	14	-0.007624	3.277778
TARA_B110000046-TARA_B110000044	TARA_168	DCM	polar	0.22	3	2013-07-01T12:34:00	72.5432	44.102	40	[AO] Arctic Ocean (MRGID:1906)	3.824545	326.3609	1.1063	0.1971	34.975345	0.92917	2.454789	0	0.0103	27.784685	0.098435	2.474629	0	1.135333	0.0094	0.006979311	19	0.011037	0.063	245	0.821	103	35	0.000430005	36	-0.011538	1.222222
TARA_B110000037-TARA_B110000035	TARA_168	MIX	polar	0.22	3	2013-07-02T04:24:00	72.5199	44.0552	NA	[AO] Arctic Ocean (MRGID:1906)	3.1072	303.31905	0.321278	0.11945	34.978285	1.4538	2.699	0	0.00745	27.85433	0.098435	0.822609	0	1.459545	0.00035	0.006979311	12	0.011037	0	125	0.821	76	40	0.000430005	39	-0.011538	1.222222
TARA_B110000027-TARA_B110000023	TARA_168	SRF	polar	0.22	3	2013-07-01T03:20:00	72.5128	44.0775	5	[AO] Arctic Ocean (MRGID:1906)	7.48766	299.0073	0.825342	0.217	34.92331	0.45599	2.102862	0.01695	0	27.289205	0	217.805071	0	1.725127	0.00275	0.006979311	15	0.011037	0	154	0.0595	244	31	0.000430005	35	-0.011538	1.222222
TARA_B110000091-TARA_B110000085	TARA_173	DCM	polar	0.22	3	2013-07-08T11:00:00	78.9354	79.0604	35	[AO] Arctic Ocean (MRGID:1906)	-1.29785	348.000625	2.003142	1.3839	34.4561	0.84307	3.166069	0	0.0542	27.72345	0.209065	2.853256	4.427788	0.231772	0.0037	0.004081616	15	0	0.026	47	1.709	46	19	0.001215531	14		4.833333
TARA_B110000090-TARA_B110000083	TARA_173	SRF	polar	0.22	3	2013-07-08T04:12:00	78.9564	79.4201	5	[AO] Arctic Ocean (MRGID:1906)	-0.160312	385.28075	0.417069	0.43265	33.613775	0.84307	2.28495	0.00095	0.0218	26.994413	0.056871	161.90166	2.099614	0.273079	0.00325	0.004081616	15	0	0.0015	47	0.441	46	19	0.001215531	14		4.833333
TARA_B110000093-TARA_B110000122	TARA_175	MIX	polar	0.22	3	2013-07-11T06:13:00	79.3349	66.2954	NA	[AO] Arctic Ocean (MRGID:1906)	1.025705	314.71675	0.514823	0.0912	34.691775	1.6875	2.380822	0.0125	0.0043	27.839725	0.35669	0.151267		1.74362	0.0055	0.000589373	355	0	0.0475	404	2.5925		22	0.00109338	29		0
TARA_B110000114-TARA_B110000110	TARA_175	SRF	polar	0.22	3	2013-07-10T03:58:00	79.2233	66.3435	5	[AO] Arctic Ocean (MRGID:1906)	1.365705	369.289812	1.019477	0.21605	34.264755	1.0604	2.134432	0.01385	0.0054	27.429195	0.063634	79.822933	2.150477	0.523062	0.01165	0.000589373	374	0	0.001	322	0.3685	377	34	0.00109338	13		0
TARA_B110000116-TARA_B110000112	TARA_175	MIX	polar	0.22	3	2013-07-10T11:00:00	79.2026	66.4827	199	[AO] Arctic Ocean (MRGID:1906)	1.47689	296.228	0.008083		34.8814	1.8938	2.51048			27.91825	0.730535	0.000212	11.691602	4.994604		0.000589373	231	0	0.019	154	11.508	44	3	0.00109338	26		0
TARA_B110000208-TARA_B110000204	TARA_178	SRF	polar	0.22	3	2013-07-15T02:11:00	77.1604	73.2057	5	[AO] Arctic Ocean (MRGID:1906)	1.325833	348.196667	0.119264	0.023975	34.142392	3.0358	2.15788	0.00305	0	27.333308	0.047034	174.469782		0.244154	0.0034	0.003428314	16	0	0.008333	310	0.278		25	0.001328503	28	-0.040917	0
TARA_B110000211-TARA_B110000206	TARA_180	DCM	polar	0.22	3	2013-07-18T08:27:00	74.8283	76.2096	30	[AO] Arctic Ocean (MRGID:1906)	-1.533492	356.223917	0.509085	0.6226	33.646092		6.974842	0	0.0112	27.072625	0.482771	3.869806		8.877352	0	0.003474399	11	0	0.075667	34	2.080833		5	0.001387656	23	0.010402	3.777778
TARA_B110000503-TARA_B110000501	TARA_180	SRF	polar	0.22	3	2013-07-18T02:04:00	74.8023	76.1478	5	[AO] Arctic Ocean (MRGID:1906)	2.507887	357.164917	0.547446	0.085767	22.980169		19.191431	0.003333	0.006183	18.339325	0.238302	63.66473		11.775524	0.005267	0.003474399	11	0	0.014667	34	0.247333		5	0.001387656	23	0.010402	3.777778
TARA_B110000240-TARA_B110000235	TARA_188	DCM	polar	0.22	3	2013-08-15T07:54:00	78.3555	91.6084	17	[AO] Arctic Ocean (MRGID:1906)	-1.647244	373.061	1.375654	1.7308	33.436706	2.8604	2.982844	0	0.1738	26.906337	0.307592	13.783597		0.851791	0.0164	0.002257904	27	0	0.124	27	1.227		20	0.001304139	14	-0.072783	0
TARA_B110000238-TARA_B110000233	TARA_188	SRF	polar	0.22	3	2013-08-15T00:30:00	78.2518	91.8557	5	[AO] Arctic Ocean (MRGID:1906)	-1.649738	388.303875	1.417326	1.68195	32.950844	2.8604	2.853854	0	0.2274	26.511331	0.216027	82.927971		0.465648	0.0316	0.002257904	27	0	0.074	27	0.513		20	0.001304139	14	-0.072783	0
TARA_B110000261-TARA_B110000255	TARA_189	DCM	polar	0.22	3	2013-08-27T11:40:00	77.9668	116.6556	20	[AO] Arctic Ocean (MRGID:1906)	-0.607125	371.05845	0.892787		32.726735	0.68124	4.162668			26.29815		5.979815				0.000620584	499	0		618			5	0.001270051	13		0
TARA_B110000263-TARA_B110000257	TARA_189	MES	polar	0.22	3	2013-08-28T00:47:00	78.0391	116.4105	299	[AO] Arctic Ocean (MRGID:1906)	1.59404	293.889	0		34.92558	3.8218	2.592579			27.94409		0.000272				0.000620584	499	0		844			4	0.001270051	16		0
TARA_B110000259-TARA_B110000253	TARA_189	SRF	polar	0.22	3	2013-08-27T01:53:00	77.9028	117.1545	5	[AO] Arctic Ocean (MRGID:1906)	0.10149	363.6485	0.815481		28.82053		5.496034			23.11621		36.980174				0.000620584	150	0		1010			6	0.001270051	13		0
TARA_B110000285-TARA_B110000283	TARA_191	SRF	polar	0.22	3	2013-09-02T22:37:00	71.5955	160.9383	5	[AO] Arctic Ocean (MRGID:1906)	1.48885	340.44375	0.431723	0.05735	28.41685		6.44771	0.0039	0.0083	22.7306	1.195806	4.612347		19.646147	0.00085	0.000260443		0	0.07525		1.06325			0.001360622		-0.089788	2.777778
TARA_B110000977-TARA_B110000975	TARA_193	SRF	polar	0.22	3	2013-09-08T02:45:00	71.0704	174.9916	5	[AO] Arctic Ocean (MRGID:1906)	2.4534	339.4475	0.58652	0.1744	29.0291	2.0072	2.524221	0.0072	0.002	23.1614	1.614977	74.279057	0	30.149509	0.0031	0.006029853	17	0	0.125	35	6.2695	30	25	0.000702537	27		0
TARA_B110000967-TARA_B110000966	TARA_194	DCM	polar	0.22	3	2013-09-12T03:59:00	73.3275	-168.8142	35	[AO] Arctic Ocean (MRGID:1906)	-0.987833	396.848083	0.544297	0.2799	31.56495	1.8125	3.843304	0	0.0212	25.370225	0.866194	4.803126	0	5.566842	0.0017	0.002943427	14	0	0.441	81	1.9045	39	10	0.000713809	25		0
TARA_B110000971-TARA_B110000969	TARA_194	SRF	polar	0.22	3	2013-09-11T20:00:00	73.3833	-168.1333	5	[AO] Arctic Ocean (MRGID:1906)	-0.585333	368.662625	0.404899	0.0658	27.442	2.2379	2.417638	0.0037	0	22.016175	0.361653	71.887758	0	1.424261	0.0032	0.002943427	33	0	0.126	74	0.2285	61	4	0.000713809	26		0
TARA_B110000305-TARA_B110000303	TARA_196	SRF	polar	0.22	3	2013-09-14T17:30:00	71.8895	-154.9101	5	[AO] Arctic Ocean (MRGID:1906)	2.5694	336.04075	0.485962	0.22775	28.60925	1.3129	4.533623	0.00885	0.00425	22.8182	0.430504	30.661175	1.604622	2.822912	0.02025	0.0284539	14	0	0.0865	173	0.4235	43	21	0.000241071	27		0
TARA_B110000908-TARA_B110000906	TARA_201	DCM	polar	0.22	3	2013-09-30T22:33:00	74.3386	-85.6208	36	[AO] Arctic Ocean (MRGID:1906)	-0.409335	343.877833	0.879487	0.5729	31.947283		3.403455	0	0.0445	25.654808	0.6443	0.546445	5.355932	4.087196	0	0.000747411	150	0	0.025	146	2.133	42	8	0.000958759	13		0
TARA_B110000902-TARA_B110000901	TARA_201	SRF	polar	0.22	3	2013-09-30T15:02:00	74.2987	-85.7806	5	[AO] Arctic Ocean (MRGID:1906)	-1.32986	368.52475	0.79676	0.3843	30.70185		3.00669	0.0088	0.071	24.678167	0.526245	20.479241	3.75923	2.062045	0.0038	0.000747411	20	0	0.0775	506	1.328	44	29	0.000958759	13		0
TARA_B110000879-TARA_B110000875	TARA_205	SRF	polar	0.22	3	2013-10-08T12:15:00	72.4693	-71.892	5	[AO] Arctic Ocean (MRGID:1906)	-0.479225	353.1935	1.1319	0.8194	31.99537		3.112706	0	0.08155	25.7008	0.560568	31.503042	3.880872	0.298067	0.00315	0.018947516	239	0.113334	0.0895	983	0.411	51	47	0.000596423	16	0.189964	0
TARA_B110000495-TARA_B110000494	TARA_206	MES	polar	0.22	3	2013-10-12T18:02:00	70.9433	-53.5127	411	[AO] Arctic Ocean (MRGID:1906)	3.03554	230.0861	0		34.50669		3.097493			27.488995		0.000362	13.409788			0.022793755	205	0		472		505	35	0.000494336	15		0
TARA_B110000483-TARA_B110000481	TARA_206	SRF	polar	0.22	3	2013-10-12T11:09:00	70.9574	-53.5989	5	[AO] Arctic Ocean (MRGID:1906)	1.445315	328.54665	0.771475	0.1842	32.08329		2.515363	0.0607	0.0084	25.673125	0.220883	25.803359	3.615087	1.04231	0.02145	0.022793755	231	0	0.128	249	1.24175	55	58	0.000494336	13		0
TARA_B110000858-TARA_B110000857	TARA_208	SRF	polar	0.22	3	2013-10-20T10:34:00	69.1136	-51.5086	5	[AO] Arctic Ocean (MRGID:1906)	3.1965	303.326	0.39292	0.08585	32.99175	1.5239	2.6962	0.0221	0.01	26.265	0.312072	2.751917	1.791002	0.819597	0.0072	0.020453628	141	0	0.1665	316	1.916	342	112	0.000453137	13	-0.016382	0
TARA_B110000467-TARA_B110000465	TARA_209	MES	polar	0.22	3	2013-10-23T17:36:00	64.7	-52.996	351	[AO] Arctic Ocean (MRGID:1906)	4.20173	273.02835	0	0.0102	34.59923	0.89078	2.548801	0.0019	0.009	27.448865		0.000362	10.622333		0	0.029433576	17	0		424		426	89	0.000488831	14	-0.050291	5.666667
TARA_B110000459-TARA_B110000457	TARA_209	SRF	polar	0.22	3	2013-10-23T10:25:00	64.7127	-53.0106	5	[AO] Arctic Ocean (MRGID:1906)	2.496125	323.901563	0.825917		32.603119	3.0908	2.723684			26.011175		6.417754	6.131005			0.029433576	17	0		498		498	94	0.000488831	15	-0.050291	5.666667
TARA_B110000438-TARA_B110000436	TARA_210	MES	polar	0.22	3	2013-10-27T16:30:00	61.5754	-55.9846	391	[AO] Arctic Ocean (MRGID:1906)	4.791395	271.8744	0	0.0023	34.939595	0.64044	2.284852	0.0011	0.0024	27.65512	0.851461	0.000362	16.017641	4.07817	0	0.035179306	274	0.078105	0.134	317	9.908	73	79	0.000208521	13	0.215913	0
TARA_B110000444-TARA_B110000442	TARA_210	SRF	polar	0.22	3	2013-10-27T10:16:00	61.5427	-55.9869	5	[AO] Arctic Ocean (MRGID:1906)	5.295265	293.84675	0.613636	0.1275	34.212769	0.82664	2.274721	0.04545	0.0063	27.017281	0.511975	26.400442	8.286479	2.252584	0.00775	0.035179306	147	0.078105	0.31575	135	5.8035	95	82	0.000208521	14	0.215913	0
