old_name	PANGAEA_ID
TARA_189_DCM_0.22-3_G	TARA_B110000261
TARA_189_DCM_0.22-3_T	TARA_B110000255
TARA_189_DCM_lt-0.22_G	TARA_R110000823
TARA_189_MES_0.22-3_G	TARA_B110000263
TARA_189_MES_lt-0.22_G	TARA_R110000824
TARA_189_SRF_0.22-3_G	TARA_B110000259
TARA_189_SRF_0.22-3_T	TARA_B110000253
TARA_189_SRF_lt-0.22_G	TARA_R110000822
TARA_189_ZZZ_0.22-3_T	TARA_B110000257
TARA_191_SRF_0.22-3_G	TARA_B110000285
TARA_191_SRF_0.22-3_T	TARA_B110000283
TARA_191_SRF_lt-0.22_G	TARA_R110000803
TARA_193_SRF_0.22-3_G	TARA_B110000977
TARA_193_SRF_0.22-3_T	TARA_B110000975
TARA_193_SRF_lt-0.22_G	TARA_R110000796
TARA_194_DCM_0.22-3_G	TARA_B110000967
TARA_194_DCM_0.22-3_T	TARA_B110000966
TARA_194_DCM_lt-0.22_G	TARA_R110000787
TARA_194_SRF_0.22-3_G	TARA_B110000971
TARA_194_SRF_0.22-3_T	TARA_B110000969
TARA_194_SRF_lt-0.22_G	TARA_R110000782
TARA_196_SRF_0.22-3_G	TARA_B110000305
TARA_196_SRF_0.22-3_T	TARA_B110000303
TARA_196_SRF_lt-0.22_G	TARA_R110000772
TARA_201_DCM_0.22-3_G	TARA_B110000908
TARA_201_DCM_0.22-3_T	TARA_B110000906
TARA_201_DCM_lt-0.22_G	TARA_R110000744
TARA_201_MES_0.22-3_G	TARA_B110000914
TARA_201_MES_lt-0.22_G	TARA_R110000751
TARA_201_SRF_0.22-3_G	TARA_B110000902
TARA_201_SRF_0.22-3_T	TARA_B110000901
TARA_201_SRF_lt-0.22_G	TARA_R110000737
TARA_205_MES_0.22-3_G	TARA_B110000881
TARA_205_MES_lt-0.22_G	TARA_R110000765
TARA_205_SRF_0.22-3_G	TARA_B110000879
TARA_205_SRF_0.22-3_T	TARA_B110000875
TARA_205_SRF_lt-0.22_G	TARA_R110000764
TARA_206_MES_0.22-3_G	TARA_B110000495
TARA_206_MES_0.22-3_T	TARA_B110000494
TARA_206_MES_lt-0.22_G	TARA_R110002167
TARA_206_SRF_0.22-3_G	TARA_B110000483
TARA_206_SRF_0.22-3_T	TARA_B110000481
TARA_206_SRF_lt-0.22_G	TARA_R110002153
TARA_208_SRF_0.22-3_G	TARA_B110000858
TARA_208_SRF_0.22-3_T	TARA_B110000857
TARA_208_SRF_lt-0.22_G	TARA_R110001632
TARA_209_MES_0.22-3_G	TARA_B110000467
TARA_209_MES_0.22-3_T	TARA_B110000465
TARA_209_MES_lt-0.22_G	TARA_R110001599
TARA_209_SRF_0.22-3_G	TARA_B110000459
TARA_209_SRF_0.22-3_T	TARA_B110000457
TARA_209_SRF_lt-0.22_G	TARA_R110001606
TARA_210_MES_0.22-3_G	TARA_B110000438
TARA_210_MES_0.22-3_T	TARA_B110000436
TARA_210_MES_lt-0.22_G	TARA_R110001583
TARA_210_SRF_0.22-3_G	TARA_B110000444
TARA_210_SRF_0.22-3_T	TARA_B110000442
TARA_210_SRF_lt-0.22_G	TARA_R110001592
