old_name	read_filename	metaG_T	mapping_id	PANGAEA_ID
TARA_037_MES_lt-0.22_G	APX_ADHOSW_4_C2MJFACXX.IND3_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADHOSW_4_C2MJFACXX.IND3	TARA_R100000049
TARA_038_MES_lt-0.22_G	APX_ADIOSW_4_C2MHYACXX.IND4_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADIOSW_4_C2MHYACXX.IND4	TARA_R100000093
TARA_039_MES_lt-0.22_G	APX_ADKOSW_4_C2MJFACXX.IND5_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADKOSW_4_C2MJFACXX.IND5	TARA_R100000501
TARA_045_SRF_lt-0.22_G	APX_ADLOSW_4_C2MNYACXX.IND6_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADLOSW_4_C2MNYACXX.IND6	TARA_R100000388
TARA_048_SRF_lt-0.22_G	APX_ADMOSW_5_C2MP1ACXX.IND7_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADMOSW_5_C2MP1ACXX.IND7	TARA_R100000426
TARA_052_SRF_lt-0.22_G	APX_ADNOSW_5_C2MP1ACXX.IND8_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADNOSW_5_C2MP1ACXX.IND8	TARA_R100000231
TARA_056_SRF_lt-0.22_G	APX_ADPOSW_5_C2MP1ACXX.IND9_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADPOSW_5_C2MP1ACXX.IND9	TARA_R100000353
TARA_056_MES_lt-0.22_G	APX_ADQOSW_4_C2MJFACXX.IND10_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADQOSW_4_C2MJFACXX.IND10	TARA_R100000365
TARA_058_DCM_lt-0.22_G	APX_ADROSW_5_C2MP1ACXX.IND11_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADROSW_5_C2MP1ACXX.IND11	TARA_R100000278
TARA_062_SRF_lt-0.22_G	APX_ADSOSW_6_C2MP1ACXX.IND12_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADSOSW_6_C2MP1ACXX.IND12	TARA_R100000329
TARA_064_MES_lt-0.22_G	APX_ADTOSW_4_C2MHYACXX.IND13_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADTOSW_4_C2MHYACXX.IND13	TARA_R100000306
TARA_082_SRF_lt-0.22_G	APX_ADVOSW_6_C2MP1ACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_ADVOSW_6_C2MP1ACXX.IND14	TARA_R100000541
TARA_084_SRF_lt-0.22_G	APX_AEAOSW_4_C2MHYACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEAOSW_4_C2MHYACXX.IND15	TARA_R100000935
TARA_085_SRF_lt-0.22_G	APX_AEBOSW_4_C2MNYACXX.IND16_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEBOSW_4_C2MNYACXX.IND16	TARA_R100001369
TARA_085_MES_lt-0.22_G	APX_AECOSW_6_C2MP1ACXX.IND17_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AECOSW_6_C2MP1ACXX.IND17	TARA_R100001244
TARA_100_SRF_lt-0.22_G	APX_AEDOSW_6_C2MP1ACXX.IND18_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEDOSW_6_C2MP1ACXX.IND18	TARA_R100001440
TARA_100_MES_lt-0.22_G	APX_AEEOSW_7_C2MP1ACXX.IND19_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEEOSW_7_C2MP1ACXX.IND19	TARA_R100001530
TARA_100_DCM_lt-0.22_G	APX_AEFOSW_7_C2MP1ACXX.IND20_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEFOSW_7_C2MP1ACXX.IND20	TARA_R100001443
TARA_102_SRF_lt-0.22_G	APX_AEGOSW_7_C2MP1ACXX.IND21_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEGOSW_7_C2MP1ACXX.IND21	TARA_R100001460
TARA_102_MES_lt-0.22_G	APX_AEHOSW_7_C2MP1ACXX.IND22_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEHOSW_7_C2MP1ACXX.IND22	TARA_R100001480
TARA_102_DCM_lt-0.22_G	APX_AEIOSW_8_C2MP1ACXX.IND23_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEIOSW_8_C2MP1ACXX.IND23	TARA_R100001463
TARA_111_SRF_lt-0.22_G	APX_AEKOSW_8_C2MP1ACXX.IND24_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEKOSW_8_C2MP1ACXX.IND24	TARA_R100000654
TARA_111_MES_lt-0.22_G	APX_AELOSW_8_C2MP1ACXX.IND25_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AELOSW_8_C2MP1ACXX.IND25	TARA_R100000656
TARA_111_DCM_lt-0.22_G	APX_AEMOSW_8_C2MP1ACXX.IND26_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEMOSW_8_C2MP1ACXX.IND26	TARA_R100000655
TARA_137_SRF_lt-0.22_G	APX_AENOSW_4_C2LW3ACXX.IND27_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AENOSW_4_C2LW3ACXX.IND27	TARA_R100000734
TARA_137_MES_lt-0.22_G	APX_AEPOSW_4_C2LW3ACXX.IND28_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEPOSW_4_C2LW3ACXX.IND28	TARA_R100000750
TARA_137_DCM_lt-0.22_G	APX_AEQOSW_4_C2LW3ACXX.IND29_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEQOSW_4_C2LW3ACXX.IND29	TARA_R100000742
TARA_138_SRF_lt-0.22_G	APX_AEROSW_4_C2LW3ACXX.IND30_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AEROSW_4_C2LW3ACXX.IND30	TARA_R100000773
TARA_138_MES_lt-0.22_G	APX_AESOSW_4_C2MNYACXX.IND31_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AESOSW_4_C2MNYACXX.IND31	TARA_R100000789
TARA_138_DCM_lt-0.22_G	APX_AETOSW_4_C2MNYACXX.IND32_clean.screened.tara.adapters.pair.1.fq.gz	metaG	APX_AETOSW_4_C2MNYACXX.IND32	TARA_R100000781
TARA_155_SRF_0.22-3_G	BMI_AAAIOSF_1_C7C83ACXX.IND6_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAAIOSF_1_C7C83ACXX.IND6	TARA_B110000003
TARA_155_DCM_0.22-3_G	BMI_AABIOSF_7_C7C2PACXX.IND17_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AABIOSF_7_C7C2PACXX.IND17	TARA_B110000008
TARA_155_MES_0.22-3_G	BMI_AACIOSF_8_C7C2PACXX.IND18_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AACIOSF_8_C7C2PACXX.IND18	TARA_B110000014
TARA_158_DCM_0.22-3_G	BMI_AADIOSF_3_C7C8WACXX.IND34_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AADIOSF_3_C7C8WACXX.IND34	TARA_B110001452
TARA_158_MES_0.22-3_G	BMI_AAEIOSF_1_C7CAKACXX.IND16_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAEIOSF_1_C7CAKACXX.IND16	TARA_B110001454
TARA_158_SRF_0.22-3_G	BMI_AAFIOSF_2_C7C83ACXX.IND9_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAFIOSF_2_C7C83ACXX.IND9	TARA_B110001450
TARA_163_MES_0.22-3_G	BMI_AAGIOSF_3_C7C83ACXX.IND7_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAGIOSF_3_C7C83ACXX.IND7	TARA_B110000196
TARA_163_SRF_0.22-3_G	BMI_AAHIOSF_2_C7CAKACXX.IND1_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAHIOSF_2_C7CAKACXX.IND1	TARA_B110001469
TARA_168_DCM_0.22-3_G	BMI_AAIIOSF_4_C7C8WACXX.IND35_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAIIOSF_4_C7C8WACXX.IND35	TARA_B110000046
TARA_168_IZZ_0.22-3_G	BMI_AAKIOSF_3_C7CAKACXX.IND26_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAKIOSF_3_C7CAKACXX.IND26	TARA_B110000037
TARA_168_SRF_0.22-3_G	BMI_AALIOSF_4_C7CAKACXX.IND25_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AALIOSF_4_C7CAKACXX.IND25	TARA_B110000027
TARA_173_IZZ_0.22-3_G	BMI_AAMIOSF_7_C7BJ1ACXX.IND12_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAMIOSF_7_C7BJ1ACXX.IND12	TARA_B110000091
TARA_173_DCM_0.22-3_G	BMI_AANIOSF_5_C7CAKACXX.IND5_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AANIOSF_5_C7CAKACXX.IND5	TARA_B110000093
TARA_173_SRF_0.22-3_G	BMI_AAPIOSF_5_C7C8WACXX.IND36_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAPIOSF_5_C7C8WACXX.IND36	TARA_B110000090
TARA_175_SRF_0.22-3_G	BMI_AAQIOSF_5_C7CAFACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAQIOSF_5_C7CAFACXX.IND14	TARA_B110000114
TARA_175_ZZZ_0.22-3_G	BMI_AARIOSF_6_C7C8WACXX.IND37_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AARIOSF_6_C7C8WACXX.IND37	TARA_B110000116
TARA_178_SRF_0.22-3_G	BMI_AASIOSF_6_C7CAKACXX.IND4_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AASIOSF_6_C7CAKACXX.IND4	TARA_B110000208
TARA_180_SRF_0.22-3_G	BMI_AATIOSF_7_C7C8WACXX.IND38_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AATIOSF_7_C7C8WACXX.IND38	TARA_B110000503
TARA_180_ZZZ_0.22-3_G	BMI_AAVIOSF_6_C7BWPACXX.IND11_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAVIOSF_6_C7BWPACXX.IND11	TARA_B110000211
TARA_188_DCM_0.22-3_G	BMI_AAXIOSF_6_C7CAFACXX.IND13_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_AAXIOSF_6_C7CAFACXX.IND13	TARA_B110000240
TARA_188_SRF_0.22-3_G	BMI_ABAIOSF_1_C7C9HACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABAIOSF_1_C7C9HACXX.IND15	TARA_B110000238
TARA_189_DCM_0.22-3_G	BMI_ABBIOSF_8_C7C8WACXX.IND39_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABBIOSF_8_C7C8WACXX.IND39	TARA_B110000261
TARA_189_MES_0.22-3_G	BMI_ABCIOSF_3_C7APVACXX.IND40_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABCIOSF_3_C7APVACXX.IND40	TARA_B110000263
TARA_189_SRF_0.22-3_G	BMI_ABDIOSF_2_C7C9HACXX.IND28_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABDIOSF_2_C7C9HACXX.IND28	TARA_B110000259
TARA_191_SRF_0.22-3_G	BMI_ABEIOSF_7_C7BWPACXX.IND8_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABEIOSF_7_C7BWPACXX.IND8	TARA_B110000285
TARA_193_SRF_0.22-3_G	BMI_ABFIOSF_8_C7BWPACXX.IND3_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABFIOSF_8_C7BWPACXX.IND3	TARA_B110000977
TARA_194_DCM_0.22-3_G	BMI_ABGIOSF_4_C7APVACXX.IND41b_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABGIOSF_4_C7APVACXX.IND41b	TARA_B110000967
TARA_194_SRF_0.22-3_G	BMI_ABHIOSF_3_C7C9HACXX.IND20_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABHIOSF_3_C7C9HACXX.IND20	TARA_B110000971
TARA_196_SRF_0.22-3_G	BMI_ABIIOSF_4_C7C9HACXX.IND24_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABIIOSF_4_C7C9HACXX.IND24	TARA_B110000305
TARA_201_DCM_0.22-3_G	BMI_ABKIOSF_5_C7APVACXX.IND42_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABKIOSF_5_C7APVACXX.IND42	TARA_B110000908
TARA_201_MES_0.22-3_G	BMI_ABLIOSF_6_C7APVACXX.IND43_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABLIOSF_6_C7APVACXX.IND43	TARA_B110000914
TARA_201_SRF_0.22-3_G	BMI_ABMIOSF_5_C7C9HACXX.IND23_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABMIOSF_5_C7C9HACXX.IND23	TARA_B110000902
TARA_205_MES_0.22-3_G	BMI_ABNIOSF_7_C7APVACXX.IND44_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABNIOSF_7_C7APVACXX.IND44	TARA_B110000881
TARA_205_SRF_0.22-3_G	BMI_ABPIOSF_6_C7C9HACXX.IND22_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABPIOSF_6_C7C9HACXX.IND22	TARA_B110000879
TARA_206_MES_0.22-3_G	BMI_ABQIOSF_7_C7C9HACXX.IND21_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABQIOSF_7_C7C9HACXX.IND21	TARA_B110000495
TARA_206_SRF_0.22-3_G	BMI_ABRIOSF_8_C7C9HACXX.IND27_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABRIOSF_8_C7C9HACXX.IND27	TARA_B110000483
TARA_208_SRF_0.22-3_G	BMI_ABSIOSF_8_C7APVACXX.IND45_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABSIOSF_8_C7APVACXX.IND45	TARA_B110000858
TARA_209_MES_0.22-3_G	BMI_ABTIOSF_1_C7ALDACXX.IND46_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABTIOSF_1_C7ALDACXX.IND46	TARA_B110000467
TARA_209_SRF_0.22-3_G	BMI_ABVIOSF_3_C7C9NACXX.IND19_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABVIOSF_3_C7C9NACXX.IND19	TARA_B110000459
TARA_210_MES_0.22-3_G	BMI_ABXIOSF_2_C7ALDACXX.IND47_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ABXIOSF_2_C7ALDACXX.IND47	TARA_B110000438
TARA_210_SRF_0.22-3_G	BMI_ACAIOSF_8_C7CAFACXX.IND2_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BMI_ACAIOSF_8_C7CAFACXX.IND2	TARA_B110000444
TARA_155_DCM_lt-0.22_G	BNA_AAAOSW_1_C7RNHACXX.IND11_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAAOSW_1_C7RNHACXX.IND11	TARA_R110002012
TARA_155_DCM_lt-0.22_G	BNA_AAAOSW_6_C7ALHACXX.IND11_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAAOSW_6_C7ALHACXX.IND11	TARA_R110002012
TARA_155_MES_lt-0.22_G	BNA_AABOSW_2_C7RNHACXX.IND16_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AABOSW_2_C7RNHACXX.IND16	TARA_R110002020
TARA_155_MES_lt-0.22_G	BNA_AABOSW_7_C7ALHACXX.IND16_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AABOSW_7_C7ALHACXX.IND16	TARA_R110002020
TARA_155_SRF_lt-0.22_G	BNA_AACOSW_2_C7BJ1ACXX.IND31_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AACOSW_2_C7BJ1ACXX.IND31	TARA_R110002003
TARA_155_SRF_lt-0.22_G	BNA_AACOSW_3_C7RNHACXX.IND31_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AACOSW_3_C7RNHACXX.IND31	TARA_R110002003
TARA_158_DCM_lt-0.22_G	BNA_AADOSW_4_C7RNHACXX.IND7_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AADOSW_4_C7RNHACXX.IND7	TARA_R110002050
TARA_158_DCM_lt-0.22_G	BNA_AADOSW_6_C7ALHACXX.IND7_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AADOSW_6_C7ALHACXX.IND7	TARA_R110002050
TARA_158_MES_lt-0.22_G	BNA_AAEOSW_5_C7RNHACXX.IND18_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAEOSW_5_C7RNHACXX.IND18	TARA_R110002051
TARA_158_MES_lt-0.22_G	BNA_AAEOSW_7_C7ALHACXX.IND18_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAEOSW_7_C7ALHACXX.IND18	TARA_R110002051
TARA_158_SRF_lt-0.22_G	BNA_AAFOSW_5_C7AD3ACXX.IND17_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAFOSW_5_C7AD3ACXX.IND17	TARA_R110002049
TARA_158_SRF_lt-0.22_G	BNA_AAFOSW_6_C7RNHACXX.IND17_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAFOSW_6_C7RNHACXX.IND17	TARA_R110002049
TARA_163_MES_lt-0.22_G	BNA_AAGOSW_5_C7AD3ACXX.IND26_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAGOSW_5_C7AD3ACXX.IND26	TARA_R110002060
TARA_163_MES_lt-0.22_G	BNA_AAGOSW_7_C7RNHACXX.IND26_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAGOSW_7_C7RNHACXX.IND26	TARA_R110002060
TARA_163_SRF_lt-0.22_G	BNA_AAHOSW_6_C7ALHACXX.IND8_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAHOSW_6_C7ALHACXX.IND8	TARA_R110002033
TARA_163_SRF_lt-0.22_G	BNA_AAHOSW_8_C7RNHACXX.IND8_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAHOSW_8_C7RNHACXX.IND8	TARA_R110002033
TARA_168_DCM_lt-0.22_G	BNA_AAIOSW_1_C7T4MACXX.IND13_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAIOSW_1_C7T4MACXX.IND13	TARA_R110002073
TARA_168_DCM_lt-0.22_G	BNA_AAIOSW_6_C7ALHACXX.IND13_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAIOSW_6_C7ALHACXX.IND13	TARA_R110002073
TARA_168_IZZ_lt-0.22_G	BNA_AAKOSW_2_C7T4MACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAKOSW_2_C7T4MACXX.IND14	TARA_R110002074
TARA_168_IZZ_lt-0.22_G	BNA_AAKOSW_7_C7ALHACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAKOSW_7_C7ALHACXX.IND14	TARA_R110002074
TARA_168_SRF_lt-0.22_G	BNA_AALOSW_2_C7BJ1ACXX.IND32_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AALOSW_2_C7BJ1ACXX.IND32	TARA_R110002072
TARA_168_SRF_lt-0.22_G	BNA_AALOSW_3_C7T4MACXX.IND32_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AALOSW_3_C7T4MACXX.IND32	TARA_R110002072
TARA_173_DCM_lt-0.22_G	BNA_AAMOSW_4_C7T4MACXX.IND9_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAMOSW_4_C7T4MACXX.IND9	TARA_R110002096
TARA_173_DCM_lt-0.22_G	BNA_AAMOSW_7_C7ALHACXX.IND9_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAMOSW_7_C7ALHACXX.IND9	TARA_R110002096
TARA_173_SRF_lt-0.22_G	BNA_AANOSW_2_C7BJ1ACXX.IND33_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AANOSW_2_C7BJ1ACXX.IND33	TARA_R110002095
TARA_173_SRF_lt-0.22_G	BNA_AANOSW_5_C7T4MACXX.IND33_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AANOSW_5_C7T4MACXX.IND33	TARA_R110002095
TARA_175_IZZ_lt-0.22_G	BNA_AAPOSW_5_C7AD3ACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAPOSW_5_C7AD3ACXX.IND15	TARA_R110002094
TARA_175_IZZ_lt-0.22_G	BNA_AAPOSW_6_C7T4MACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAPOSW_6_C7T4MACXX.IND15	TARA_R110002094
TARA_175_SRF_lt-0.22_G	BNA_AAQOSW_7_C7T4MACXX.IND27_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAQOSW_7_C7T4MACXX.IND27	TARA_R110002110
TARA_175_SRF_lt-0.22_G	BNA_AAQOSW_8_C7ALHACXX.IND27_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAQOSW_8_C7ALHACXX.IND27	TARA_R110002110
TARA_175_ZZZ_lt-0.22_G	BNA_AAROSW_5_C7AD3ACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAROSW_5_C7AD3ACXX.IND14	TARA_R110002111
TARA_175_ZZZ_lt-0.22_G	BNA_AAROSW_8_C7T4MACXX.IND14_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAROSW_8_C7T4MACXX.IND14	TARA_R110002111
TARA_178_SRF_lt-0.22_G	BNA_AASOSW_1_C7T1BACXX.IND19_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AASOSW_1_C7T1BACXX.IND19	TARA_R110002124
TARA_178_SRF_lt-0.22_G	BNA_AASOSW_8_C7ALHACXX.IND19_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AASOSW_8_C7ALHACXX.IND19	TARA_R110002124
TARA_180_SRF_lt-0.22_G	BNA_AATOSW_2_C7C9DACXX.IND41b_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AATOSW_2_C7C9DACXX.IND41b	TARA_R110000868
TARA_180_SRF_lt-0.22_G	BNA_AATOSW_2_C7T1BACXX.IND41b_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AATOSW_2_C7T1BACXX.IND41b	TARA_R110000868
TARA_180_ZZZ_lt-0.22_G	BNA_AAVOSW_3_C7T1BACXX.IND29_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAVOSW_3_C7T1BACXX.IND29	TARA_R110002126
TARA_180_ZZZ_lt-0.22_G	BNA_AAVOSW_4_C7ANJACXX.IND29_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAVOSW_4_C7ANJACXX.IND29	TARA_R110002126
TARA_188_DCM_lt-0.22_G	BNA_AAXOSW_4_C7T1BACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAXOSW_4_C7T1BACXX.IND15	TARA_R110000851
TARA_188_DCM_lt-0.22_G	BNA_AAXOSW_8_C7ALHACXX.IND15_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_AAXOSW_8_C7ALHACXX.IND15	TARA_R110000851
TARA_188_SRF_lt-0.22_G	BNA_ABAOSW_1_C7BJ1ACXX.IND20_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABAOSW_1_C7BJ1ACXX.IND20	TARA_R110000850
TARA_188_SRF_lt-0.22_G	BNA_ABAOSW_5_C7T1BACXX.IND20_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABAOSW_5_C7T1BACXX.IND20	TARA_R110000850
TARA_189_DCM_lt-0.22_G	BNA_ABBOSW_2_C7C9DACXX.IND43_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABBOSW_2_C7C9DACXX.IND43	TARA_R110000823
TARA_189_DCM_lt-0.22_G	BNA_ABBOSW_6_C7T1BACXX.IND43_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABBOSW_6_C7T1BACXX.IND43	TARA_R110000823
TARA_189_MES_lt-0.22_G	BNA_ABCOSW_4_C7ANJACXX.IND30_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABCOSW_4_C7ANJACXX.IND30	TARA_R110000824
TARA_189_MES_lt-0.22_G	BNA_ABCOSW_7_C7T1BACXX.IND30_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABCOSW_7_C7T1BACXX.IND30	TARA_R110000824
TARA_189_SRF_lt-0.22_G	BNA_ABDOSW_2_C7C9DACXX.IND42_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABDOSW_2_C7C9DACXX.IND42	TARA_R110000822
TARA_189_SRF_lt-0.22_G	BNA_ABDOSW_8_C7T1BACXX.IND42_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABDOSW_8_C7T1BACXX.IND42	TARA_R110000822
TARA_191_SRF_lt-0.22_G	BNA_ABEOSW_1_C7RRDACXX.IND44_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABEOSW_1_C7RRDACXX.IND44	TARA_R110000803
TARA_191_SRF_lt-0.22_G	BNA_ABEOSW_2_C7C9DACXX.IND44_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABEOSW_2_C7C9DACXX.IND44	TARA_R110000803
TARA_193_SRF_lt-0.22_G	BNA_ABFAOSW_8_C7ALHACXX.IND28_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABFAOSW_8_C7ALHACXX.IND28	TARA_R110000796
TARA_193_SRF_lt-0.22_G	BNA_ABFOSW_2_C7RRDACXX.IND45_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABFOSW_2_C7RRDACXX.IND45	TARA_R110000796
TARA_193_SRF_lt-0.22_G	BNA_ABFOSW_4_C7ANJACXX.IND45_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABFOSW_4_C7ANJACXX.IND45	TARA_R110000796
TARA_194_DCM_lt-0.22_G	BNA_ABGOSW_3_C7RRDACXX.IND47_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABGOSW_3_C7RRDACXX.IND47	TARA_R110000787
TARA_194_DCM_lt-0.22_G	BNA_ABGOSW_4_C7ANJACXX.IND47_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABGOSW_4_C7ANJACXX.IND47	TARA_R110000787
TARA_194_SRF_lt-0.22_G	BNA_ABHOSW_4_C7RRDACXX.IND46_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABHOSW_4_C7RRDACXX.IND46	TARA_R110000782
TARA_194_SRF_lt-0.22_G	BNA_ABHOSW_5_C7ANJACXX.IND46_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABHOSW_5_C7ANJACXX.IND46	TARA_R110000782
TARA_196_SRF_lt-0.22_G	BNA_ABIOSW_5_C7ANJACXX.IND48_clean.screened.tara.adapters.pair.1.fq.gz	metaG	BNA_ABIOSW_5_C7ANJACXX.IND48	TARA_R110000772
