sample	read filename	metaG/metaT					
TARA_068_SRF_0.22-3_G	TARA_068_SRF_0.22-3_G_C179JACXX.IND4_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_SRF_0.45-0.8_G	TARA_068_SRF_0.45-0.8_G_C077RACXX.IND3_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_SRF_lt-0.22_G	TARA_068_SRF_lt-0.22_G_D11TTACXX.IND3_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_0.22-0.45_G	TARA_070_MES_0.22-0.45_G_C077RACXX.IND7_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_0.22-0.45_G	TARA_070_MES_0.22-0.45_G_C0BULACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_0.22-3_G	TARA_070_MES_0.22-3_G_C120RACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_0.22-3_G	TARA_070_MES_0.22-3_G_D0745ACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_0.45-0.8_G	TARA_070_MES_0.45-0.8_G_D0EFNACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_MES_lt-0.22_G	TARA_070_MES_lt-0.22_G_D11VRACXX.IND5_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_SRF_0.22-0.45_G	TARA_070_SRF_0.22-0.45_G_D0EFNACXX.IND11_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_SRF_0.22-3_G	TARA_070_SRF_0.22-3_G_D0745ACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_SRF_0.22-3_G	TARA_070_SRF_0.22-3_G_D1E00ACXX.IND7_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_SRF_0.45-0.8_G	TARA_070_SRF_0.45-0.8_G_D0EFNACXX.IND2_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_070_SRF_lt-0.22_G	TARA_070_SRF_lt-0.22_G_D11VRACXX.IND3_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_DCM_0.22-3_G	TARA_072_DCM_0.22-3_G_C173FACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_DCM_0.22-3_G	TARA_072_DCM_0.22-3_G_D074HACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_DCM_lt-0.22_G	TARA_072_DCM_lt-0.22_G_C0C2AACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_MES_0.22-3_G	TARA_072_MES_0.22-3_G_D074HACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_MES_0.22-3_G	TARA_072_MES_0.22-3_G_D1E00ACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_MES_lt-0.22_G	TARA_072_MES_lt-0.22_G_C1CKKACXX.IND4_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_SRF_0.22-3_G	TARA_072_SRF_0.22-3_G_D074HACXX.IND5_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_SRF_0.22-3_G	TARA_072_SRF_0.22-3_G_D1BR1ACXX.IND5_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_072_SRF_lt-0.22_G	TARA_072_SRF_lt-0.22_G_D11VRACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_DCM_0.22-0.45_G	TARA_076_DCM_0.22-0.45_G_C08PCACXX.IND4_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_DCM_0.22-3_G	TARA_076_DCM_0.22-3_G_D0745ACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_DCM_0.22-3_G	TARA_076_DCM_0.22-3_G_D1BR1ACXX.IND12_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_DCM_0.45-0.8_G	TARA_076_DCM_0.45-0.8_G_C0BW0ACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_DCM_lt-0.22_G	TARA_076_DCM_lt-0.22_G_C0URDACXX.IND8_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_MES_0.22-3_G	TARA_076_MES_0.22-3_G_C120YACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_MES_0.22-3_G	TARA_076_MES_0.22-3_G_D0745ACXX.IND10_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_MES_0.45-0.8_G	TARA_076_MES_0.45-0.8_G_C08PCACXX.IND3_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_SRF_0.22-0.45_G	TARA_076_SRF_0.22-0.45_G_C08PCACXX.IND5_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_SRF_0.22-3_G	TARA_076_SRF_0.22-3_G_C120YACXX.IND4_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_SRF_0.22-3_G	TARA_076_SRF_0.22-3_G_D0745ACXX.IND4_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_SRF_0.45-0.8_G	TARA_076_SRF_0.45-0.8_G_C077RACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_076_SRF_lt-0.22_G	TARA_076_SRF_lt-0.22_G_C0URDACXX.IND7_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_DCM_0.22-0.45_G	TARA_078_DCM_0.22-0.45_G_C08PCACXX.IND1_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_DCM_0.22-3_G	TARA_078_DCM_0.22-3_G_C120YACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_DCM_0.22-3_G	TARA_078_DCM_0.22-3_G_D0745ACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_DCM_0.45-0.8_G	TARA_078_DCM_0.45-0.8_G_C08PCACXX.IND11_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_MES_0.22-3_G	TARA_078_MES_0.22-3_G_D0745ACXX.IND11_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_MES_0.22-3_G	TARA_078_MES_0.22-3_G_D1BP5ACXX.IND11_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_MES_0.45-0.8_G	TARA_078_MES_0.45-0.8_G_C08PCACXX.IND10_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_SRF_0.22-0.45_G	TARA_078_SRF_0.22-0.45_G_C08PCACXX.IND12_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_SRF_0.22-3_G	TARA_078_SRF_0.22-3_G_D0745ACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_SRF_0.22-3_G	TARA_078_SRF_0.22-3_G_D1BP5ACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_SRF_0.45-0.8_G	TARA_078_SRF_0.45-0.8_G_C08PCACXX.IND9_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_078_SRF_lt-0.22_G	TARA_078_SRF_lt-0.22_G_C1CKKACXX.IND5_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_082_DCM_0.22-3_G	TARA_082_DCM_0.22-3_G_D074HACXX.IND1_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_082_DCM_0.22-3_G	TARA_082_DCM_0.22-3_G_D1C0BACXX.IND1_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_082_DCM_lt-0.22_G	TARA_082_DCM_lt-0.22_G_C0C2AACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_082_SRF_0.22-3_G	TARA_082_SRF_0.22-3_G_D074HACXX.IND12_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_082_SRF_0.22-3_G	TARA_082_SRF_0.22-3_G_D1E00ACXX.IND12_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_084_SRF_0.22-3_G	TARA_084_SRF_0.22-3_G_D074HACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_084_SRF_0.22-3_G	TARA_084_SRF_0.22-3_G_D1BR1ACXX.IND3_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_DCM_0.22-3_G	TARA_085_DCM_0.22-3_G_D074HACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_DCM_0.22-3_G	TARA_085_DCM_0.22-3_G_D1BP5ACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_DCM_lt-0.22_G	TARA_085_DCM_lt-0.22_G_C0C2AACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_MES_0.22-3_G	TARA_085_MES_0.22-3_G_D074HACXX.IND10_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_MES_0.22-3_G	TARA_085_MES_0.22-3_G_D1E00ACXX.IND10_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_SRF_0.22-3_G	TARA_085_SRF_0.22-3_G_D074HACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_085_SRF_0.22-3_G	TARA_085_SRF_0.22-3_G_D1C0BACXX.IND8_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_093_DCM_0.22-3_G	TARA_093_DCM_0.22-3_G_C11W9ACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_093_SRF_0.22-3_G	TARA_093_SRF_0.22-3_G_D1BN1ACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_094_SRF_0.22-3_G	TARA_094_SRF_0.22-3_G_C16L4ACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_096_SRF_0.22-3_G	TARA_096_SRF_0.22-3_G_D1BN1ACXX.IND2_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_DCM_0.22-3_G	TARA_098_DCM_0.22-3_G_D074KACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_DCM_0.22-3_G	TARA_098_DCM_0.22-3_G_D1E00ACXX.IND2_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_MES_0.22-3_G	TARA_098_MES_0.22-3_G_D074KACXX.IND4_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_MES_0.22-3_G	TARA_098_MES_0.22-3_G_D1C0BACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_SRF_0.22-3_G	TARA_098_SRF_0.22-3_G_D072HACXX.IND11_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_098_SRF_0.22-3_G	TARA_098_SRF_0.22-3_G_D1E00ACXX.IND11_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_099_SRF_0.22-3_G	TARA_099_SRF_0.22-3_G_C11W9ACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_DCM_0.22-3_G	TARA_100_DCM_0.22-3_G_D074KACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_DCM_0.22-3_G	TARA_100_DCM_0.22-3_G_D1E00ACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_MES_0.22-3_G	TARA_100_MES_0.22-3_G_C179JACXX.IND7_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_MES_0.22-3_G	TARA_100_MES_0.22-3_G_D074KACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_MES_0.22-3_G	TARA_100_MES_0.22-3_G_D172HACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_SRF_0.22-3_G	TARA_100_SRF_0.22-3_G_C179JACXX.IND5_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_SRF_0.22-3_G	TARA_100_SRF_0.22-3_G_D074KACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_100_SRF_0.22-3_G	TARA_100_SRF_0.22-3_G_D172HACXX.IND5_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_DCM_0.22-3_G	TARA_102_DCM_0.22-3_G_64TALAAXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_DCM_0.22-3_G	TARA_102_DCM_0.22-3_G_C179JACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_DCM_0.22-3_G	TARA_102_DCM_0.22-3_G_D074KACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_MES_0.22-3_G	TARA_102_MES_0.22-3_G_C177WACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_MES_0.22-3_G	TARA_102_MES_0.22-3_G_D074KACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_MES_0.22-3_G	TARA_102_MES_0.22-3_G_D172HACXX.IND3_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_SRF_0.22-3_G	TARA_102_SRF_0.22-3_G_D072HACXX.IND12_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_102_SRF_0.22-3_G	TARA_102_SRF_0.22-3_G_D1C0BACXX.IND12_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_0.22-3_G	TARA_109_DCM_0.22-3_G_C179JACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_0.22-3_G	TARA_109_DCM_0.22-3_G_D074KACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_0.22-3_G	TARA_109_DCM_0.22-3_G_D172HACXX.IND9_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_lt-0.22_G	TARA_109_DCM_lt-0.22_G_C084LACXX.IND4_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_lt-0.22_G	TARA_109_DCM_lt-0.22_G_D0745ACXX.IND3_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_lt-0.22_G	TARA_109_DCM_lt-0.22_G_D0745ACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_lt-0.22_G	TARA_109_DCM_lt-0.22_G_D0745ACXX.IND5_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_DCM_lt-0.22_G	TARA_109_DCM_lt-0.22_G_D0745ACXX.IND6_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_MES_0.22-3_G	TARA_109_MES_0.22-3_G_D072HACXX.IND10_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_MES_0.22-3_G	TARA_109_MES_0.22-3_G_D1BP5ACXX.IND10_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_SRF_0.22-3_G	TARA_109_SRF_0.22-3_G_C120RACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_SRF_0.22-3_G	TARA_109_SRF_0.22-3_G_D074KACXX.IND8_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_109_SRF_lt-0.22_G	TARA_109_SRF_lt-0.22_G_C0URDACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_110_DCM_0.22-3_G	TARA_110_DCM_0.22-3_G_D179JACXX.IND4_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_110_MES_0.22-3_G	TARA_110_MES_0.22-3_G_D1BKNACXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_110_SRF_0.22-3_G	TARA_110_SRF_0.22-3_G_D1BKNACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_111_DCM_0.22-3_G	TARA_111_DCM_0.22-3_G_D1BKNACXX.IND6_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_111_MES_0.22-3_G	TARA_111_MES_0.22-3_G_D1BKNACXX.IND7_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_111_SRF_0.22-3_G	TARA_111_SRF_0.22-3_G_D1BKNACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_112_DCM_0.22-3_G	TARA_112_DCM_0.22-3_G_D179JACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_112_MES_0.22-3_G	TARA_112_MES_0.22-3_G_D179JACXX.IND11_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_112_SRF_0.22-3_G	TARA_112_SRF_0.22-3_G_D1BKNACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_DCM_0.1-0.22_G	TARA_122_DCM_0.1-0.22_G_D1122ACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_DCM_0.22-0.45_G	TARA_122_DCM_0.22-0.45_G_D1122ACXX.IND5_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_DCM_0.22-3_G	TARA_122_DCM_0.22-3_G_D179JACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_DCM_0.45-0.8_G	TARA_122_DCM_0.45-0.8_G_C0V08ACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.1-0.22_G	TARA_122_MES_0.1-0.22_G_C0URMACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.22-0.45_G	TARA_122_MES_0.22-0.45_G_C0URUACXX.IND2_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.22-3_G	TARA_122_MES_0.22-3_G_D17A8ACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.22-3_G	TARA_122_MES_0.22-3_G_D17A8ACXX.IND6_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.22-3_G	TARA_122_MES_0.22-3_G_D17A8ACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.22-3_G	TARA_122_MES_0.22-3_G_D17A8ACXX.IND6_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_MES_0.45-0.8_G	TARA_122_MES_0.45-0.8_G_C0V08ACXX.IND12_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_SRF_0.1-0.22_G	TARA_122_SRF_0.1-0.22_G_D1122ACXX.IND4_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_SRF_0.22-0.45_G	TARA_122_SRF_0.22-0.45_G_D1122ACXX.IND1_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_SRF_0.22-3_G	TARA_122_SRF_0.22-3_G_D179JACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_122_SRF_0.45-0.8_G	TARA_122_SRF_0.45-0.8_G_C0URUACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.1-0.22_G	TARA_123_MIX_0.1-0.22_G_C0V08ACXX.IND7_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.22-0.45_G	TARA_123_MIX_0.22-0.45_G_C0URUACXX.IND8_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.22-3_G	TARA_123_MIX_0.22-3_G_D17A8ACXX.IND7_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.22-3_G	TARA_123_MIX_0.22-3_G_D17A8ACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.22-3_G	TARA_123_MIX_0.22-3_G_D17A8ACXX.IND7_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.22-3_G	TARA_123_MIX_0.22-3_G_D17A8ACXX.IND7_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_MIX_0.45-0.8_G	TARA_123_MIX_0.45-0.8_G_C0V08ACXX.IND10_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_SRF_0.22-0.45_G	TARA_123_SRF_0.22-0.45_G_C0V08ACXX.IND9_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_SRF_0.22-3_G	TARA_123_SRF_0.22-3_G_D179JACXX.IND3_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_123_SRF_0.45-0.8_G	TARA_123_SRF_0.45-0.8_G_C0V08ACXX.IND11_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.1-0.22_G	TARA_124_MIX_0.1-0.22_G_D1122ACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.22-0.45_G	TARA_124_MIX_0.22-0.45_G_D1122ACXX.IND2_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.22-3_G	TARA_124_MIX_0.22-3_G_D17A8ACXX.IND4_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.22-3_G	TARA_124_MIX_0.22-3_G_D17A8ACXX.IND4_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.22-3_G	TARA_124_MIX_0.22-3_G_D17A8ACXX.IND4_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.22-3_G	TARA_124_MIX_0.22-3_G_D17A8ACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_MIX_0.45-0.8_G	TARA_124_MIX_0.45-0.8_G_D1122ACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.1-0.22_G	TARA_124_SRF_0.1-0.22_G_D1122ACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-0.45_G	TARA_124_SRF_0.22-0.45_G_D1122ACXX.IND3_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-3_G	TARA_124_SRF_0.22-3_G_C0BULACXX.IND4_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-3_G	TARA_124_SRF_0.22-3_G_D17A8ACXX.IND8_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-3_G	TARA_124_SRF_0.22-3_G_D17A8ACXX.IND8_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-3_G	TARA_124_SRF_0.22-3_G_D17A8ACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.22-3_G	TARA_124_SRF_0.22-3_G_D17A8ACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_124_SRF_0.45-0.8_G	TARA_124_SRF_0.45-0.8_G_C0V08ACXX.IND5_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_MIX_0.1-0.22_G	TARA_125_MIX_0.1-0.22_G_C0UVEACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_MIX_0.22-0.45_G	TARA_125_MIX_0.22-0.45_G_C0UVEACXX.IND8_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_MIX_0.22-3_G	TARA_125_MIX_0.22-3_G_D179JACXX.IND10_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_MIX_0.45-0.8_G	TARA_125_MIX_0.45-0.8_G_C0UVEACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.1-0.22_G	TARA_125_SRF_0.1-0.22_G_C0UVEACXX.IND7_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.22-0.45_G	TARA_125_SRF_0.22-0.45_G_C0UVEACXX.IND9_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.22-3_G	TARA_125_SRF_0.22-3_G_D17A8ACXX.IND9_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.22-3_G	TARA_125_SRF_0.22-3_G_D17A8ACXX.IND9_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.22-3_G	TARA_125_SRF_0.22-3_G_D17A8ACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.22-3_G	TARA_125_SRF_0.22-3_G_D17A8ACXX.IND9_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_125_SRF_0.45-0.8_G	TARA_125_SRF_0.45-0.8_G_C0UVEACXX.IND11_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_128_DCM_0.22-3_G	TARA_128_DCM_0.22-3_G_C11W9ACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_128_SRF_0.22-3_G	TARA_128_SRF_0.22-3_G_C11W9ACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_132_DCM_0.22-3_G	TARA_132_DCM_0.22-3_G_C16L4ACXX.IND10_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_132_MES_0.22-3_G	TARA_132_MES_0.22-3_G_C11W9ACXX.IND7_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_132_SRF_0.22-3_G	TARA_132_SRF_0.22-3_G_C11W9ACXX.IND6_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_133_DCM_0.22-3_G	TARA_133_DCM_0.22-3_G_C11W9ACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_133_MES_0.22-3_G	TARA_133_MES_0.22-3_G_C16L4ACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_133_SRF_0.22-3_G	TARA_133_SRF_0.22-3_G_C16GEACXX.IND11_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_DCM_0.22-3_G	TARA_137_DCM_0.22-3_G_D17A8ACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_DCM_0.22-3_G	TARA_137_DCM_0.22-3_G_D17A8ACXX.IND2_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_DCM_0.22-3_G	TARA_137_DCM_0.22-3_G_D17A8ACXX.IND2_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_DCM_0.22-3_G	TARA_137_DCM_0.22-3_G_D17A8ACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_MES_0.22-3_G	TARA_137_MES_0.22-3_G_D17A8ACXX.IND1_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_MES_0.22-3_G	TARA_137_MES_0.22-3_G_D17A8ACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_137_MES_0.22-3_G	TARA_137_MES_0.22-3_G_D17A8ACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
