sample	read filename	metaG/metaT					
TARA_210_SRF_lt-0.22_G	BNA_ACAOSW_2_C7RD6ACXX.IND5_clean.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_004_DCM_0.22-1.6_G	TARA_004_DCM_0.22-1.6_G_D0745ACXX.IND4_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_004_DCM_0.22-1.6_G	TARA_004_DCM_0.22-1.6_G_D1BP5ACXX.IND4_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_004_SRF_0.22-1.6_G	TARA_004_SRF_0.22-1.6_G_C120RACXX.IND2_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_004_SRF_0.22-1.6_G	TARA_004_SRF_0.22-1.6_G_D0745ACXX.IND2_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_007_DCM_0.22-1.6_G	TARA_007_DCM_0.22-1.6_G_81DFCABXX_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_007_SRF_0.22-1.6_G	TARA_007_SRF_0.22-1.6_G_81DHUABXX_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_009_DCM_0.22-1.6_G	TARA_009_DCM_0.22-1.6_G_C120YACXX.IND3_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_009_DCM_0.22-1.6_G	TARA_009_DCM_0.22-1.6_G_D074KACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_009_SRF_0.22-1.6_G	TARA_009_SRF_0.22-1.6_G_C177WACXX.IND1_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_009_SRF_0.22-1.6_G	TARA_009_SRF_0.22-1.6_G_D074KACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_009_SRF_0.22-1.6_G	TARA_009_SRF_0.22-1.6_G_D172HACXX.IND1_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_DCM_0.22-1.6_G	TARA_018_DCM_0.22-1.6_G_D074HACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_DCM_0.22-1.6_G	TARA_018_DCM_0.22-1.6_G_D1BR1ACXX.IND6_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_DCM_lt-0.22_G	TARA_018_DCM_lt-0.22_G_C0C2AACXX.IND11_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_SRF_0.22-1.6_G	TARA_018_SRF_0.22-1.6_G_C120RACXX.IND5_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_SRF_0.22-1.6_G	TARA_018_SRF_0.22-1.6_G_D0745ACXX.IND5_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_018_SRF_lt-0.22_G	TARA_018_SRF_lt-0.22_G_C0UVLACXX.IND1_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_022_SRF_lt-0.22_G	TARA_022_SRF_lt-0.22_G_D11UHACXX.IND2_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_022_SRF_lt-0.22_G	TARA_022_SRF_lt-0.22_G_D11UHACXX.IND2_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_023_DCM_0.22-1.6_G	TARA_023_DCM_0.22-1.6_G_62JUVAAXX_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_023_DCM_0.22-1.6_G	TARA_023_DCM_0.22-1.6_G_62JUVAAXX_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_023_DCM_lt-0.22_G	TARA_023_DCM_lt-0.22_G_C0C2AACXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_023_SRF_0.22-1.6_G	TARA_023_SRF_0.22-1.6_G_62JUVAAXX_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_023_SRF_0.22-1.6_G	TARA_023_SRF_0.22-1.6_G_62JUVAAXX_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_DCM_0.22-1.6_G	TARA_025_DCM_0.22-1.6_G_C120RACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_DCM_0.22-1.6_G	TARA_025_DCM_0.22-1.6_G_D074HACXX.IND12_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_DCM_lt-0.22_G	TARA_025_DCM_lt-0.22_G_D11VRACXX.IND11_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_SRF_0.22-1.6_G	TARA_025_SRF_0.22-1.6_G_C120YACXX.IND7_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_SRF_0.22-1.6_G	TARA_025_SRF_0.22-1.6_G_D0745ACXX.IND7_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_025_SRF_lt-0.22_G	TARA_025_SRF_lt-0.22_G_C0URDACXX.IND10_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM_0.22-1.6_G_62FL1AAXX.M1A_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM_0.22-1.6_G_62FL1AAXX.M1A_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM_0.22-1.6_G_81519ABXX_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_DCM_0.22-1.6_G	TARA_030_DCM_0.22-1.6_G_81519ABXX_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_DCM_lt-0.22_G	TARA_030_DCM_lt-0.22_G_C0C2AACXX.IND7_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_SRF_0.22-1.6_G	TARA_030_SRF_0.22-1.6_G_81DHRABXX_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_030_SRF_0.22-1.6_G	TARA_030_SRF_0.22-1.6_G_D0AE1ACXX.IND7_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_031_SRF_0.22-1.6_G	TARA_031_SRF_0.22-1.6_G_D074HACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_031_SRF_0.22-1.6_G	TARA_031_SRF_0.22-1.6_G_D1BR1ACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_031_SRF_lt-0.22_G	TARA_031_SRF_lt-0.22_G_D11KBACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_031_SRF_lt-0.22_G	TARA_031_SRF_lt-0.22_G_D11VRACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_DCM_0.22-1.6_G	TARA_032_DCM_0.22-1.6_G_C120YACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_DCM_0.22-1.6_G	TARA_032_DCM_0.22-1.6_G_D074HACXX.IND8_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_DCM_lt-0.22_G	TARA_032_DCM_lt-0.22_G_D11VRACXX.IND4_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_SRF_0.22-1.6_G	TARA_032_SRF_0.22-1.6_G_C177WACXX.IND11_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_SRF_0.22-1.6_G	TARA_032_SRF_0.22-1.6_G_D074KACXX.IND11_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_SRF_0.22-1.6_G	TARA_032_SRF_0.22-1.6_G_D172HACXX.IND11_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_032_SRF_lt-0.22_G	TARA_032_SRF_lt-0.22_G_C0D52ACXX.IND3_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_033_SRF_0.22-1.6_G	TARA_033_SRF_0.22-1.6_G_D072HACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_033_SRF_0.22-1.6_G	TARA_033_SRF_0.22-1.6_G_D1E00ACXX.IND2_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_DCM_0.22-1.6_G	TARA_034_DCM_0.22-1.6_G_D072HACXX.IND5_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_DCM_0.22-1.6_G	TARA_034_DCM_0.22-1.6_G_D1C0BACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_DCM_lt-0.22_G	TARA_034_DCM_lt-0.22_G_C0C2AACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_SRF_0.1-0.22_G	TARA_034_SRF_0.1-0.22_G_C077RACXX.IND10_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_SRF_0.22-1.6_G	TARA_034_SRF_0.22-1.6_G_D072HACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_SRF_0.22-1.6_G	TARA_034_SRF_0.22-1.6_G_D1E00ACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_SRF_lt-0.22_G	TARA_034_SRF_lt-0.22_G_D11KBACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_034_SRF_lt-0.22_G	TARA_034_SRF_lt-0.22_G_D11VRACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_DCM_0.22-1.6_G	TARA_036_DCM_0.22-1.6_G_D072HACXX.IND8_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_DCM_0.22-1.6_G	TARA_036_DCM_0.22-1.6_G_D1BR1ACXX.IND8_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_DCM_lt-0.22_G	TARA_036_DCM_lt-0.22_G_C0D52ACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_SRF_0.1-0.22_G	TARA_036_SRF_0.1-0.22_G_D074KACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_SRF_0.22-1.6_G	TARA_036_SRF_0.22-1.6_G_D072HACXX.IND6_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_SRF_0.22-1.6_G	TARA_036_SRF_0.22-1.6_G_D1E00ACXX.IND6_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_036_SRF_lt-0.22_G	TARA_036_SRF_lt-0.22_G_C0UVLACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_037_MES_0.1-0.22_G	TARA_037_MES_0.1-0.22_G_C077RACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_037_MES_0.1-0.22_G	TARA_037_MES_0.1-0.22_G_C0D1JACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_037_MES_0.22-1.6_G	TARA_037_MES_0.22-1.6_G_C120YACXX.IND9_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_037_MES_0.22-1.6_G	TARA_037_MES_0.22-1.6_G_D072HACXX.IND9_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_DCM_0.22-1.6_G	TARA_038_DCM_0.22-1.6_G_D074HACXX.IND7_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_DCM_0.22-1.6_G	TARA_038_DCM_0.22-1.6_G_D1BP5ACXX.IND7_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_DCM_lt-0.22_G	TARA_038_DCM_lt-0.22_G_D11UHACXX.IND4_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_DCM_lt-0.22_G	TARA_038_DCM_lt-0.22_G_D11UHACXX.IND4_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_MES_0.1-0.22_G	TARA_038_MES_0.1-0.22_G_C077RACXX.IND11_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_MES_0.22-1.6_G	TARA_038_MES_0.22-1.6_G_D074HACXX.IND12_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_MES_0.22-1.6_G	TARA_038_MES_0.22-1.6_G_D1E00ACXX.IND12_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_SRF_0.1-0.22_G	TARA_038_SRF_0.1-0.22_G_D074KACXX.IND9_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_SRF_0.22-1.6_G	TARA_038_SRF_0.22-1.6_G_D074HACXX.IND6_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_SRF_0.22-1.6_G	TARA_038_SRF_0.22-1.6_G_D1E00ACXX.IND6_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_SRF_lt-0.22_G	TARA_038_SRF_lt-0.22_G_D11UHACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_038_SRF_lt-0.22_G	TARA_038_SRF_lt-0.22_G_D11UHACXX.IND3_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_DCM_0.22-1.6_G	TARA_039_DCM_0.22-1.6_G_D1BKNACXX.IND4_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_DCM_lt-0.22_G	TARA_039_DCM_lt-0.22_G_D11UHACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_DCM_lt-0.22_G	TARA_039_DCM_lt-0.22_G_D11UHACXX.IND6_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_MES_0.1-0.22_G	TARA_039_MES_0.1-0.22_G_C077RACXX.IND12_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_MES_0.22-1.6_G	TARA_039_MES_0.22-1.6_G_C173FACXX.IND7_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_MES_0.22-1.6_G	TARA_039_MES_0.22-1.6_G_D0EFNACXX.IND7_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_SRF_0.1-0.22_G	TARA_039_SRF_0.1-0.22_G_D074KACXX.IND2_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_SRF_lt-0.22_G	TARA_039_SRF_lt-0.22_G_D11UHACXX.IND5_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_039_SRF_lt-0.22_G	TARA_039_SRF_lt-0.22_G_D11UHACXX.IND5_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_0.22-1.6_G	TARA_041_DCM_0.22-1.6_G_D074HACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_0.22-1.6_G	TARA_041_DCM_0.22-1.6_G_D1C0BACXX.IND3_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_lt-0.22_G	TARA_041_DCM_lt-0.22_G_C084LACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_lt-0.22_G	TARA_041_DCM_lt-0.22_G_D0745ACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_lt-0.22_G	TARA_041_DCM_lt-0.22_G_D0745ACXX.IND12_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_lt-0.22_G	TARA_041_DCM_lt-0.22_G_D0745ACXX.IND8_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_DCM_lt-0.22_G	TARA_041_DCM_lt-0.22_G_D0745ACXX.IND9_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_SRF_0.1-0.22_G	TARA_041_SRF_0.1-0.22_G_D074KACXX.IND8_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_SRF_0.22-1.6_G	TARA_041_SRF_0.22-1.6_G_D074HACXX.IND1_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_SRF_0.22-1.6_G	TARA_041_SRF_0.22-1.6_G_D1BR1ACXX.IND1_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_041_SRF_lt-0.22_G	TARA_041_SRF_lt-0.22_G_D11KBACXX.IND6_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_DCM_0.22-1.6_G	TARA_042_DCM_0.22-1.6_G_D074HACXX.IND9_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_DCM_0.22-1.6_G	TARA_042_DCM_0.22-1.6_G_D1BP5ACXX.IND9_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_DCM_lt-0.22_G	TARA_042_DCM_lt-0.22_G_D11VRACXX.IND12_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_SRF_0.22-1.6_G	TARA_042_SRF_0.22-1.6_G_D074HACXX.IND8_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_SRF_0.22-1.6_G	TARA_042_SRF_0.22-1.6_G_D1C0BACXX.IND8_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_SRF_lt-0.22_G	TARA_042_SRF_lt-0.22_G_D11KBACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_042_SRF_lt-0.22_G	TARA_042_SRF_lt-0.22_G_D11VRACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_045_SRF_0.22-1.6_G	TARA_045_SRF_0.22-1.6_G_D074HACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_045_SRF_0.22-1.6_G	TARA_045_SRF_0.22-1.6_G_D1BR1ACXX.IND10_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_046_SRF_lt-0.22_G	TARA_046_SRF_lt-0.22_G_C0UVLACXX.IND8_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_048_SRF_0.1-0.22_G	TARA_048_SRF_0.1-0.22_G_C077RACXX.IND1_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_048_SRF_0.22-1.6_G	TARA_048_SRF_0.22-1.6_G_D074HACXX.IND11_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_048_SRF_0.22-1.6_G	TARA_048_SRF_0.22-1.6_G_D1BP5ACXX.IND11_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_052_DCM_0.22-1.6_G	TARA_052_DCM_0.22-1.6_G_D074HACXX.IND4_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_052_DCM_0.22-1.6_G	TARA_052_DCM_0.22-1.6_G_D1C0BACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_052_DCM_lt-0.22_G	TARA_052_DCM_lt-0.22_G_C0D52ACXX.IND6_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_052_SRF_0.22-1.6_G	TARA_052_SRF_0.22-1.6_G_C120RACXX.IND2_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_052_SRF_0.22-1.6_G	TARA_052_SRF_0.22-1.6_G_D074HACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_056_MES_0.22-3_G	TARA_056_MES_0.22-3_G_D1BN1ACXX.IND10_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_056_SRF_0.22-3_G	TARA_056_SRF_0.22-3_G_D1BN1ACXX.IND6_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_057_SRF_0.22-3_G	TARA_057_SRF_0.22-3_G_D1BN1ACXX.IND5_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_058_DCM_0.22-3_G	TARA_058_DCM_0.22-3_G_C11W9ACXX.IND1_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_062_SRF_0.22-3_G	TARA_062_SRF_0.22-3_G_D1BN1ACXX.IND4_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_DCM_0.1-0.22_G	TARA_064_DCM_0.1-0.22_G_C077RACXX.IND2_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_DCM_0.22-3_G	TARA_064_DCM_0.22-3_G_63A2BAAXX_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_DCM_0.22-3_G	TARA_064_DCM_0.22-3_G_63A2BAAXX_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_DCM_0.22-3_G	TARA_064_DCM_0.22-3_G_C177WACXX.IND4_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_DCM_lt-0.22_G	TARA_064_DCM_lt-0.22_G_C0D52ACXX.IND8_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_MES_0.22-3_G	TARA_064_MES_0.22-3_G_D0EFNACXX.IND6_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_MES_0.22-3_G	TARA_064_MES_0.22-3_G_D1E00ACXX.IND6_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_SRF_0.22-3_G	TARA_064_SRF_0.22-3_G_63A2BAAXX_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_SRF_0.22-3_G	TARA_064_SRF_0.22-3_G_63A2BAAXX_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_SRF_0.22-3_G	TARA_064_SRF_0.22-3_G_C1GMEACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_064_SRF_lt-0.22_G	TARA_064_SRF_lt-0.22_G_D11TTACXX.IND11_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_0.1-0.22_G	TARA_065_DCM_0.1-0.22_G_C077RACXX.IND3_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_0.22-3_G	TARA_065_DCM_0.22-3_G_C177WACXX.IND1_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_0.22-3_G	TARA_065_DCM_0.22-3_G_D0745ACXX.IND1_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_0.22-3_G	TARA_065_DCM_0.22-3_G_D172HACXX.IND1_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_lt-0.22_G	TARA_065_DCM_lt-0.22_G_D11UHACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_DCM_lt-0.22_G	TARA_065_DCM_lt-0.22_G_D11UHACXX.IND8_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_MES_0.22-3_G	TARA_065_MES_0.22-3_G_C120YACXX.IND3_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_MES_0.22-3_G	TARA_065_MES_0.22-3_G_D0745ACXX.IND3_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_SRF_0.1-0.22_G	TARA_065_SRF_0.1-0.22_G_C077RACXX.IND4_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_SRF_0.22-3_G	TARA_065_SRF_0.22-3_G_D0745ACXX.IND6_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_SRF_0.22-3_G	TARA_065_SRF_0.22-3_G_D1E00ACXX.IND6_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_SRF_lt-0.22_G	TARA_065_SRF_lt-0.22_G_D11UHACXX.IND7_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_065_SRF_lt-0.22_G	TARA_065_SRF_lt-0.22_G_D11UHACXX.IND7_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_DCM_0.22-3_G	TARA_066_DCM_0.22-3_G_70M2RAAXX_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_DCM_0.22-3_G	TARA_066_DCM_0.22-3_G_70M2RAAXX_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_DCM_lt-0.22_G	TARA_066_DCM_lt-0.22_G_D11TTACXX.IND2_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_SRF_0.22-3_G	TARA_066_SRF_0.22-3_G_70M2RAAXX_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_SRF_0.22-3_G	TARA_066_SRF_0.22-3_G_70M2RAAXX_lane2.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_SRF_0.22-3_G	TARA_066_SRF_0.22-3_G_C179JACXX.IND5_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_066_SRF_lt-0.22_G	TARA_066_SRF_lt-0.22_G_D11TTACXX.IND12_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_0.22-0.45_G	TARA_067_SRF_0.22-0.45_G_C06Y9ACXX.IND6_lane3.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_0.22-3_G	TARA_067_SRF_0.22-3_G_63A2BAAXX_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_0.22-3_G	TARA_067_SRF_0.22-3_G_63A2BAAXX_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_0.45-0.8_G	TARA_067_SRF_0.45-0.8_G_C077RACXX.IND2_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_lt-0.22_G	TARA_067_SRF_lt-0.22_G_D11UHACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_067_SRF_lt-0.22_G	TARA_067_SRF_lt-0.22_G_D11UHACXX.IND9_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_0.22-0.45_G	TARA_068_DCM_0.22-0.45_G_C06Y9ACXX.IND9_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_0.22-3_G	TARA_068_DCM_0.22-3_G_70M2RAAXX_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_0.22-3_G	TARA_068_DCM_0.22-3_G_70M2RAAXX_lane8.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_0.22-3_G	TARA_068_DCM_0.22-3_G_C179JACXX.IND2_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_0.45-0.8_G	TARA_068_DCM_0.45-0.8_G_C06Y9ACXX.IND8_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_DCM_lt-0.22_G	TARA_068_DCM_lt-0.22_G_C0C2AACXX.IND9_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_MES_0.22-3_G	TARA_068_MES_0.22-3_G_C120RACXX.IND8_lane1.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_MES_0.22-3_G	TARA_068_MES_0.22-3_G_D0745ACXX.IND8_lane7.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_MES_0.45-0.8_G	TARA_068_MES_0.45-0.8_G_C06Y9ACXX.IND12_lane4.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_SRF_0.22-0.45_G	TARA_068_SRF_0.22-0.45_G_C06Y9ACXX.IND1_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_SRF_0.22-3_G	TARA_068_SRF_0.22-3_G_70M2RAAXX_lane5.screened.tara.adapters.pair.1.fq.gz	metaG					
TARA_068_SRF_0.22-3_G	TARA_068_SRF_0.22-3_G_70M2RAAXX_lane6.screened.tara.adapters.pair.1.fq.gz	metaG					
